source,target,value,source_label,target_label,step_from,step_to
2,5,7,Talk Namespace Edits,Unknown,1,2
4,5,67,Content Namespace Edits,Unknown,1,2
0,5,90,User Namespace Edits,Unknown,1,2
2,5,9,Talk Namespace Edits,Unknown,1,2
3,5,12,User Talk Namespace Edits,Unknown,1,2
4,5,55,Content Namespace Edits,Unknown,1,2
0,5,2,User Namespace Edits,Unknown,1,2
4,5,90,Content Namespace Edits,Unknown,1,2
0,5,212,User Namespace Edits,Unknown,1,2
1,5,5,Wikipedia Namespace Edits,Unknown,1,2
2,5,21,Talk Namespace Edits,Unknown,1,2
3,5,32,User Talk Namespace Edits,Unknown,1,2
4,5,2162,Content Namespace Edits,Unknown,1,2
0,5,274,User Namespace Edits,Unknown,1,2
1,5,14,Wikipedia Namespace Edits,Unknown,1,2
2,5,10,Talk Namespace Edits,Unknown,1,2
3,5,56,User Talk Namespace Edits,Unknown,1,2
4,5,865,Content Namespace Edits,Unknown,1,2
0,5,104,User Namespace Edits,Unknown,1,2
1,5,33,Wikipedia Namespace Edits,Unknown,1,2
2,5,31,Talk Namespace Edits,Unknown,1,2
3,5,53,User Talk Namespace Edits,Unknown,1,2
4,5,5736,Content Namespace Edits,Unknown,1,2
0,6,1,User Namespace Edits,Male,1,2
2,6,24,Talk Namespace Edits,Male,1,2
3,6,31,User Talk Namespace Edits,Male,1,2
4,6,357,Content Namespace Edits,Male,1,2
6,8,1,Male,Edits in Pages related to Women,2,3
0,6,1,User Namespace Edits,Male,1,2
4,6,162,Content Namespace Edits,Male,1,2
0,6,3,User Namespace Edits,Male,1,2
4,6,50,Content Namespace Edits,Male,1,2
0,6,12,User Namespace Edits,Male,1,2
2,6,7,Talk Namespace Edits,Male,1,2
3,6,2,User Talk Namespace Edits,Male,1,2
4,6,34,Content Namespace Edits,Male,1,2
0,6,133,User Namespace Edits,Male,1,2
2,6,10,Talk Namespace Edits,Male,1,2
3,6,3,User Talk Namespace Edits,Male,1,2
4,6,38,Content Namespace Edits,Male,1,2
0,7,10,User Namespace Edits,Female,1,2
1,7,46,Wikipedia Namespace Edits,Female,1,2
2,7,50,Talk Namespace Edits,Female,1,2
3,7,103,User Talk Namespace Edits,Female,1,2
4,7,920,Content Namespace Edits,Female,1,2
7,8,1,Female,Edits in Pages related to Women,2,3
0,5,10,User Namespace Edits,Unknown,1,2
2,5,19,Talk Namespace Edits,Unknown,1,2
3,5,10,User Talk Namespace Edits,Unknown,1,2
4,5,275,Content Namespace Edits,Unknown,1,2
0,6,3,User Namespace Edits,Male,1,2
4,6,280,Content Namespace Edits,Male,1,2
0,6,20,User Namespace Edits,Male,1,2
1,6,6,Wikipedia Namespace Edits,Male,1,2
2,6,2,Talk Namespace Edits,Male,1,2
3,6,6,User Talk Namespace Edits,Male,1,2
4,6,192,Content Namespace Edits,Male,1,2
0,6,16,User Namespace Edits,Male,1,2
2,6,2,Talk Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,73,Content Namespace Edits,Male,1,2
0,6,18,User Namespace Edits,Male,1,2
2,6,3,Talk Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,27,Content Namespace Edits,Male,1,2
0,5,2,User Namespace Edits,Unknown,1,2
3,5,2,User Talk Namespace Edits,Unknown,1,2
4,5,70,Content Namespace Edits,Unknown,1,2
0,6,7,User Namespace Edits,Male,1,2
2,6,2,Talk Namespace Edits,Male,1,2
3,6,7,User Talk Namespace Edits,Male,1,2
4,6,49,Content Namespace Edits,Male,1,2
0,6,1,User Namespace Edits,Male,1,2
3,6,6,User Talk Namespace Edits,Male,1,2
4,6,135,Content Namespace Edits,Male,1,2
0,5,517,User Namespace Edits,Unknown,1,2
1,5,112,Wikipedia Namespace Edits,Unknown,1,2
2,5,40,Talk Namespace Edits,Unknown,1,2
3,5,79,User Talk Namespace Edits,Unknown,1,2
4,5,8838,Content Namespace Edits,Unknown,1,2
0,6,34,User Namespace Edits,Male,1,2
1,6,9,Wikipedia Namespace Edits,Male,1,2
2,6,17,Talk Namespace Edits,Male,1,2
3,6,9,User Talk Namespace Edits,Male,1,2
4,6,230,Content Namespace Edits,Male,1,2
0,6,6,User Namespace Edits,Male,1,2
2,6,35,Talk Namespace Edits,Male,1,2
3,6,13,User Talk Namespace Edits,Male,1,2
4,6,10,Content Namespace Edits,Male,1,2
0,5,1,User Namespace Edits,Unknown,1,2
2,5,4,Talk Namespace Edits,Unknown,1,2
3,5,15,User Talk Namespace Edits,Unknown,1,2
4,5,31,Content Namespace Edits,Unknown,1,2
0,6,883,User Namespace Edits,Male,1,2
1,6,1381,Wikipedia Namespace Edits,Male,1,2
2,6,1013,Talk Namespace Edits,Male,1,2
3,6,897,User Talk Namespace Edits,Male,1,2
4,6,10576,Content Namespace Edits,Male,1,2
0,5,1,User Namespace Edits,Unknown,1,2
4,5,492,Content Namespace Edits,Unknown,1,2
0,6,2,User Namespace Edits,Male,1,2
2,6,7,Talk Namespace Edits,Male,1,2
3,6,6,User Talk Namespace Edits,Male,1,2
4,6,624,Content Namespace Edits,Male,1,2
0,6,13,User Namespace Edits,Male,1,2
2,6,39,Talk Namespace Edits,Male,1,2
3,6,8,User Talk Namespace Edits,Male,1,2
4,6,385,Content Namespace Edits,Male,1,2
0,6,11,User Namespace Edits,Male,1,2
1,6,10,Wikipedia Namespace Edits,Male,1,2
2,6,10,Talk Namespace Edits,Male,1,2
3,6,14,User Talk Namespace Edits,Male,1,2
4,6,11236,Content Namespace Edits,Male,1,2
6,8,7,Male,Edits in Pages related to Women,2,3
0,7,12,User Namespace Edits,Female,1,2
1,7,22,Wikipedia Namespace Edits,Female,1,2
2,7,13,Talk Namespace Edits,Female,1,2
3,7,22,User Talk Namespace Edits,Female,1,2
4,7,1856,Content Namespace Edits,Female,1,2
0,5,51,User Namespace Edits,Unknown,1,2
1,5,4,Wikipedia Namespace Edits,Unknown,1,2
2,5,14,Talk Namespace Edits,Unknown,1,2
3,5,46,User Talk Namespace Edits,Unknown,1,2
4,5,5848,Content Namespace Edits,Unknown,1,2
0,6,4,User Namespace Edits,Male,1,2
4,6,192,Content Namespace Edits,Male,1,2
0,6,17,User Namespace Edits,Male,1,2
2,6,37,Talk Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,216,Content Namespace Edits,Male,1,2
0,6,22,User Namespace Edits,Male,1,2
1,6,40,Wikipedia Namespace Edits,Male,1,2
2,6,15,Talk Namespace Edits,Male,1,2
3,6,15,User Talk Namespace Edits,Male,1,2
4,6,1398,Content Namespace Edits,Male,1,2
0,6,40,User Namespace Edits,Male,1,2
2,6,1,Talk Namespace Edits,Male,1,2
3,6,2,User Talk Namespace Edits,Male,1,2
4,6,72,Content Namespace Edits,Male,1,2
0,6,46,User Namespace Edits,Male,1,2
1,6,7,Wikipedia Namespace Edits,Male,1,2
2,6,20,Talk Namespace Edits,Male,1,2
3,6,17,User Talk Namespace Edits,Male,1,2
4,6,162,Content Namespace Edits,Male,1,2
0,6,11,User Namespace Edits,Male,1,2
2,6,5,Talk Namespace Edits,Male,1,2
3,6,2,User Talk Namespace Edits,Male,1,2
4,6,151,Content Namespace Edits,Male,1,2
0,6,19,User Namespace Edits,Male,1,2
2,6,2,Talk Namespace Edits,Male,1,2
3,6,12,User Talk Namespace Edits,Male,1,2
4,6,59,Content Namespace Edits,Male,1,2
0,6,7,User Namespace Edits,Male,1,2
4,6,53,Content Namespace Edits,Male,1,2
0,6,3,User Namespace Edits,Male,1,2
4,6,135,Content Namespace Edits,Male,1,2
0,6,12,User Namespace Edits,Male,1,2
1,6,11,Wikipedia Namespace Edits,Male,1,2
2,6,20,Talk Namespace Edits,Male,1,2
3,6,21,User Talk Namespace Edits,Male,1,2
4,6,843,Content Namespace Edits,Male,1,2
0,6,28,User Namespace Edits,Male,1,2
1,6,8,Wikipedia Namespace Edits,Male,1,2
3,6,2,User Talk Namespace Edits,Male,1,2
4,6,307,Content Namespace Edits,Male,1,2
0,6,10,User Namespace Edits,Male,1,2
1,6,2,Wikipedia Namespace Edits,Male,1,2
4,6,37,Content Namespace Edits,Male,1,2
0,6,1811,User Namespace Edits,Male,1,2
1,6,814,Wikipedia Namespace Edits,Male,1,2
2,6,889,Talk Namespace Edits,Male,1,2
3,6,1949,User Talk Namespace Edits,Male,1,2
4,6,25253,Content Namespace Edits,Male,1,2
0,6,284,User Namespace Edits,Male,1,2
1,6,622,Wikipedia Namespace Edits,Male,1,2
2,6,45,Talk Namespace Edits,Male,1,2
3,6,1075,User Talk Namespace Edits,Male,1,2
4,6,1601,Content Namespace Edits,Male,1,2
6,8,3,Male,Edits in Pages related to Women,2,3
0,6,38,User Namespace Edits,Male,1,2
1,6,45,Wikipedia Namespace Edits,Male,1,2
2,6,42,Talk Namespace Edits,Male,1,2
3,6,42,User Talk Namespace Edits,Male,1,2
4,6,17983,Content Namespace Edits,Male,1,2
0,5,10,User Namespace Edits,Unknown,1,2
2,5,1,Talk Namespace Edits,Unknown,1,2
3,5,9,User Talk Namespace Edits,Unknown,1,2
4,5,56,Content Namespace Edits,Unknown,1,2
0,5,5,User Namespace Edits,Unknown,1,2
2,5,8,Talk Namespace Edits,Unknown,1,2
3,5,1,User Talk Namespace Edits,Unknown,1,2
4,5,68,Content Namespace Edits,Unknown,1,2
0,5,169,User Namespace Edits,Unknown,1,2
1,5,3,Wikipedia Namespace Edits,Unknown,1,2
2,5,143,Talk Namespace Edits,Unknown,1,2
3,5,28,User Talk Namespace Edits,Unknown,1,2
4,5,1771,Content Namespace Edits,Unknown,1,2
0,5,1,User Namespace Edits,Unknown,1,2
2,5,11,Talk Namespace Edits,Unknown,1,2
3,5,14,User Talk Namespace Edits,Unknown,1,2
4,5,918,Content Namespace Edits,Unknown,1,2
0,6,3,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,93,Content Namespace Edits,Male,1,2
0,6,7,User Namespace Edits,Male,1,2
2,6,17,Talk Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,56,Content Namespace Edits,Male,1,2
0,5,19,User Namespace Edits,Unknown,1,2
1,5,23,Wikipedia Namespace Edits,Unknown,1,2
2,5,95,Talk Namespace Edits,Unknown,1,2
3,5,18,User Talk Namespace Edits,Unknown,1,2
4,5,316,Content Namespace Edits,Unknown,1,2
0,5,24,User Namespace Edits,Unknown,1,2
1,5,93,Wikipedia Namespace Edits,Unknown,1,2
2,5,83,Talk Namespace Edits,Unknown,1,2
3,5,35,User Talk Namespace Edits,Unknown,1,2
4,5,724,Content Namespace Edits,Unknown,1,2
0,5,1,User Namespace Edits,Unknown,1,2
2,5,4,Talk Namespace Edits,Unknown,1,2
3,5,1,User Talk Namespace Edits,Unknown,1,2
4,5,51,Content Namespace Edits,Unknown,1,2
0,7,1,User Namespace Edits,Female,1,2
1,7,6,Wikipedia Namespace Edits,Female,1,2
2,7,5,Talk Namespace Edits,Female,1,2
3,7,3,User Talk Namespace Edits,Female,1,2
4,7,251,Content Namespace Edits,Female,1,2
0,6,80,User Namespace Edits,Male,1,2
1,6,9,Wikipedia Namespace Edits,Male,1,2
2,6,52,Talk Namespace Edits,Male,1,2
3,6,97,User Talk Namespace Edits,Male,1,2
4,6,1214,Content Namespace Edits,Male,1,2
0,5,9,User Namespace Edits,Unknown,1,2
1,5,2,Wikipedia Namespace Edits,Unknown,1,2
2,5,3,Talk Namespace Edits,Unknown,1,2
3,5,4,User Talk Namespace Edits,Unknown,1,2
4,5,316,Content Namespace Edits,Unknown,1,2
0,6,25,User Namespace Edits,Male,1,2
1,6,8,Wikipedia Namespace Edits,Male,1,2
2,6,4,Talk Namespace Edits,Male,1,2
3,6,12,User Talk Namespace Edits,Male,1,2
4,6,1857,Content Namespace Edits,Male,1,2
0,6,31,User Namespace Edits,Male,1,2
2,6,1,Talk Namespace Edits,Male,1,2
3,6,4,User Talk Namespace Edits,Male,1,2
4,6,39,Content Namespace Edits,Male,1,2
0,7,27,User Namespace Edits,Female,1,2
4,7,24,Content Namespace Edits,Female,1,2
0,5,18,User Namespace Edits,Unknown,1,2
1,5,2,Wikipedia Namespace Edits,Unknown,1,2
2,5,4,Talk Namespace Edits,Unknown,1,2
3,5,5,User Talk Namespace Edits,Unknown,1,2
4,5,191,Content Namespace Edits,Unknown,1,2
0,6,375,User Namespace Edits,Male,1,2
1,6,67,Wikipedia Namespace Edits,Male,1,2
2,6,80,Talk Namespace Edits,Male,1,2
3,6,183,User Talk Namespace Edits,Male,1,2
4,6,786,Content Namespace Edits,Male,1,2
0,5,17,User Namespace Edits,Unknown,1,2
1,5,9,Wikipedia Namespace Edits,Unknown,1,2
3,5,19,User Talk Namespace Edits,Unknown,1,2
4,5,29,Content Namespace Edits,Unknown,1,2
0,5,1,User Namespace Edits,Unknown,1,2
3,5,1,User Talk Namespace Edits,Unknown,1,2
4,5,97,Content Namespace Edits,Unknown,1,2
0,7,218,User Namespace Edits,Female,1,2
1,7,846,Wikipedia Namespace Edits,Female,1,2
2,7,191,Talk Namespace Edits,Female,1,2
3,7,271,User Talk Namespace Edits,Female,1,2
4,7,2554,Content Namespace Edits,Female,1,2
0,5,31,User Namespace Edits,Unknown,1,2
1,5,15,Wikipedia Namespace Edits,Unknown,1,2
2,5,14,Talk Namespace Edits,Unknown,1,2
3,5,63,User Talk Namespace Edits,Unknown,1,2
4,5,748,Content Namespace Edits,Unknown,1,2
0,5,1,User Namespace Edits,Unknown,1,2
1,5,1,Wikipedia Namespace Edits,Unknown,1,2
4,5,53,Content Namespace Edits,Unknown,1,2
0,5,143,User Namespace Edits,Unknown,1,2
1,5,8,Wikipedia Namespace Edits,Unknown,1,2
2,5,7,Talk Namespace Edits,Unknown,1,2
3,5,20,User Talk Namespace Edits,Unknown,1,2
4,5,88,Content Namespace Edits,Unknown,1,2
0,6,15,User Namespace Edits,Male,1,2
1,6,4,Wikipedia Namespace Edits,Male,1,2
2,6,21,Talk Namespace Edits,Male,1,2
3,6,19,User Talk Namespace Edits,Male,1,2
4,6,121,Content Namespace Edits,Male,1,2
0,6,9,User Namespace Edits,Male,1,2
2,6,1,Talk Namespace Edits,Male,1,2
3,6,3,User Talk Namespace Edits,Male,1,2
4,6,134,Content Namespace Edits,Male,1,2
0,6,2989,User Namespace Edits,Male,1,2
1,6,855,Wikipedia Namespace Edits,Male,1,2
2,6,380,Talk Namespace Edits,Male,1,2
3,6,240,User Talk Namespace Edits,Male,1,2
4,6,23191,Content Namespace Edits,Male,1,2
0,6,2,User Namespace Edits,Male,1,2
1,6,4,Wikipedia Namespace Edits,Male,1,2
3,6,8,User Talk Namespace Edits,Male,1,2
4,6,51,Content Namespace Edits,Male,1,2
0,6,5,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
2,6,11,Talk Namespace Edits,Male,1,2
3,6,5,User Talk Namespace Edits,Male,1,2
4,6,122,Content Namespace Edits,Male,1,2
0,5,7,User Namespace Edits,Unknown,1,2
1,5,4,Wikipedia Namespace Edits,Unknown,1,2
2,5,1,Talk Namespace Edits,Unknown,1,2
3,5,9,User Talk Namespace Edits,Unknown,1,2
4,5,160,Content Namespace Edits,Unknown,1,2
0,6,30,User Namespace Edits,Male,1,2
1,6,20,Wikipedia Namespace Edits,Male,1,2
2,6,128,Talk Namespace Edits,Male,1,2
3,6,103,User Talk Namespace Edits,Male,1,2
4,6,506,Content Namespace Edits,Male,1,2
0,6,5,User Namespace Edits,Male,1,2
2,6,3,Talk Namespace Edits,Male,1,2
3,6,3,User Talk Namespace Edits,Male,1,2
4,6,254,Content Namespace Edits,Male,1,2
0,6,18,User Namespace Edits,Male,1,2
1,6,5,Wikipedia Namespace Edits,Male,1,2
2,6,16,Talk Namespace Edits,Male,1,2
3,6,9,User Talk Namespace Edits,Male,1,2
4,6,111,Content Namespace Edits,Male,1,2
0,6,20,User Namespace Edits,Male,1,2
1,6,21,Wikipedia Namespace Edits,Male,1,2
2,6,669,Talk Namespace Edits,Male,1,2
3,6,56,User Talk Namespace Edits,Male,1,2
4,6,1412,Content Namespace Edits,Male,1,2
6,8,1,Male,Edits in Pages related to Women,2,3
0,6,167,User Namespace Edits,Male,1,2
1,6,256,Wikipedia Namespace Edits,Male,1,2
2,6,213,Talk Namespace Edits,Male,1,2
3,6,363,User Talk Namespace Edits,Male,1,2
4,6,919,Content Namespace Edits,Male,1,2
0,6,42,User Namespace Edits,Male,1,2
1,6,4,Wikipedia Namespace Edits,Male,1,2
2,6,1,Talk Namespace Edits,Male,1,2
3,6,3,User Talk Namespace Edits,Male,1,2
4,6,65,Content Namespace Edits,Male,1,2
0,6,70,User Namespace Edits,Male,1,2
2,6,7,Talk Namespace Edits,Male,1,2
3,6,4,User Talk Namespace Edits,Male,1,2
4,6,183,Content Namespace Edits,Male,1,2
0,6,46,User Namespace Edits,Male,1,2
1,6,11,Wikipedia Namespace Edits,Male,1,2
2,6,2,Talk Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,110,Content Namespace Edits,Male,1,2
0,5,7,User Namespace Edits,Unknown,1,2
3,5,1,User Talk Namespace Edits,Unknown,1,2
4,5,56,Content Namespace Edits,Unknown,1,2
0,6,24,User Namespace Edits,Male,1,2
2,6,4,Talk Namespace Edits,Male,1,2
3,6,9,User Talk Namespace Edits,Male,1,2
4,6,664,Content Namespace Edits,Male,1,2
0,6,6,User Namespace Edits,Male,1,2
1,6,4,Wikipedia Namespace Edits,Male,1,2
2,6,3,Talk Namespace Edits,Male,1,2
3,6,6,User Talk Namespace Edits,Male,1,2
4,6,396,Content Namespace Edits,Male,1,2
0,6,36,User Namespace Edits,Male,1,2
1,6,3,Wikipedia Namespace Edits,Male,1,2
2,6,1,Talk Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,448,Content Namespace Edits,Male,1,2
0,5,19,User Namespace Edits,Unknown,1,2
1,5,16,Wikipedia Namespace Edits,Unknown,1,2
3,5,2,User Talk Namespace Edits,Unknown,1,2
4,5,85,Content Namespace Edits,Unknown,1,2
0,6,9,User Namespace Edits,Male,1,2
2,6,3,Talk Namespace Edits,Male,1,2
4,6,38,Content Namespace Edits,Male,1,2
0,5,18,User Namespace Edits,Unknown,1,2
2,5,28,Talk Namespace Edits,Unknown,1,2
4,5,343,Content Namespace Edits,Unknown,1,2
0,6,26,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
2,6,7,Talk Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,41,Content Namespace Edits,Male,1,2
0,6,17,User Namespace Edits,Male,1,2
1,6,12,Wikipedia Namespace Edits,Male,1,2
2,6,7,Talk Namespace Edits,Male,1,2
3,6,6,User Talk Namespace Edits,Male,1,2
4,6,779,Content Namespace Edits,Male,1,2
0,6,44,User Namespace Edits,Male,1,2
2,6,5,Talk Namespace Edits,Male,1,2
3,6,2,User Talk Namespace Edits,Male,1,2
4,6,119,Content Namespace Edits,Male,1,2
0,6,61,User Namespace Edits,Male,1,2
1,6,63,Wikipedia Namespace Edits,Male,1,2
2,6,145,Talk Namespace Edits,Male,1,2
3,6,219,User Talk Namespace Edits,Male,1,2
4,6,7856,Content Namespace Edits,Male,1,2
0,5,2,User Namespace Edits,Unknown,1,2
2,5,5,Talk Namespace Edits,Unknown,1,2
3,5,3,User Talk Namespace Edits,Unknown,1,2
4,5,447,Content Namespace Edits,Unknown,1,2
0,5,4,User Namespace Edits,Unknown,1,2
1,5,14,Wikipedia Namespace Edits,Unknown,1,2
2,5,27,Talk Namespace Edits,Unknown,1,2
3,5,55,User Talk Namespace Edits,Unknown,1,2
4,5,528,Content Namespace Edits,Unknown,1,2
0,6,17,User Namespace Edits,Male,1,2
1,6,47,Wikipedia Namespace Edits,Male,1,2
3,6,13,User Talk Namespace Edits,Male,1,2
4,6,13,Content Namespace Edits,Male,1,2
0,6,7,User Namespace Edits,Male,1,2
2,6,2,Talk Namespace Edits,Male,1,2
4,6,4645,Content Namespace Edits,Male,1,2
0,5,17,User Namespace Edits,Unknown,1,2
2,5,8,Talk Namespace Edits,Unknown,1,2
3,5,6,User Talk Namespace Edits,Unknown,1,2
4,5,84,Content Namespace Edits,Unknown,1,2
0,5,22,User Namespace Edits,Unknown,1,2
1,5,2,Wikipedia Namespace Edits,Unknown,1,2
2,5,46,Talk Namespace Edits,Unknown,1,2
3,5,24,User Talk Namespace Edits,Unknown,1,2
4,5,2560,Content Namespace Edits,Unknown,1,2
0,5,3,User Namespace Edits,Unknown,1,2
1,5,1,Wikipedia Namespace Edits,Unknown,1,2
2,5,17,Talk Namespace Edits,Unknown,1,2
3,5,37,User Talk Namespace Edits,Unknown,1,2
4,5,800,Content Namespace Edits,Unknown,1,2
0,6,77,User Namespace Edits,Male,1,2
1,6,2,Wikipedia Namespace Edits,Male,1,2
3,6,6,User Talk Namespace Edits,Male,1,2
0,6,4,User Namespace Edits,Male,1,2
2,6,2,Talk Namespace Edits,Male,1,2
3,6,3,User Talk Namespace Edits,Male,1,2
4,6,158,Content Namespace Edits,Male,1,2
0,6,3,User Namespace Edits,Male,1,2
1,6,7,Wikipedia Namespace Edits,Male,1,2
3,6,27,User Talk Namespace Edits,Male,1,2
4,6,28,Content Namespace Edits,Male,1,2
0,5,23,User Namespace Edits,Unknown,1,2
1,5,127,Wikipedia Namespace Edits,Unknown,1,2
2,5,11,Talk Namespace Edits,Unknown,1,2
3,5,79,User Talk Namespace Edits,Unknown,1,2
4,5,1423,Content Namespace Edits,Unknown,1,2
5,8,1,Unknown,Edits in Pages related to Women,2,3
0,5,5,User Namespace Edits,Unknown,1,2
1,5,3,Wikipedia Namespace Edits,Unknown,1,2
2,5,14,Talk Namespace Edits,Unknown,1,2
3,5,15,User Talk Namespace Edits,Unknown,1,2
4,5,148,Content Namespace Edits,Unknown,1,2
0,5,290,User Namespace Edits,Unknown,1,2
2,5,23,Talk Namespace Edits,Unknown,1,2
3,5,2,User Talk Namespace Edits,Unknown,1,2
4,5,2523,Content Namespace Edits,Unknown,1,2
0,6,87,User Namespace Edits,Male,1,2
1,6,28,Wikipedia Namespace Edits,Male,1,2
2,6,65,Talk Namespace Edits,Male,1,2
3,6,88,User Talk Namespace Edits,Male,1,2
4,6,1166,Content Namespace Edits,Male,1,2
0,6,61,User Namespace Edits,Male,1,2
2,6,3,Talk Namespace Edits,Male,1,2
3,6,9,User Talk Namespace Edits,Male,1,2
4,6,1698,Content Namespace Edits,Male,1,2
0,6,9,User Namespace Edits,Male,1,2
1,6,2,Wikipedia Namespace Edits,Male,1,2
3,6,3,User Talk Namespace Edits,Male,1,2
4,6,360,Content Namespace Edits,Male,1,2
0,6,3,User Namespace Edits,Male,1,2
4,6,235,Content Namespace Edits,Male,1,2
0,6,16,User Namespace Edits,Male,1,2
1,6,3,Wikipedia Namespace Edits,Male,1,2
2,6,7,Talk Namespace Edits,Male,1,2
3,6,13,User Talk Namespace Edits,Male,1,2
4,6,73,Content Namespace Edits,Male,1,2
0,5,178,User Namespace Edits,Unknown,1,2
1,5,1020,Wikipedia Namespace Edits,Unknown,1,2
2,5,134,Talk Namespace Edits,Unknown,1,2
3,5,1669,User Talk Namespace Edits,Unknown,1,2
4,5,11133,Content Namespace Edits,Unknown,1,2
5,8,3,Unknown,Edits in Pages related to Women,2,3
0,7,19,User Namespace Edits,Female,1,2
1,7,23,Wikipedia Namespace Edits,Female,1,2
2,7,125,Talk Namespace Edits,Female,1,2
3,7,17,User Talk Namespace Edits,Female,1,2
4,7,545,Content Namespace Edits,Female,1,2
0,5,40,User Namespace Edits,Unknown,1,2
1,5,2,Wikipedia Namespace Edits,Unknown,1,2
4,5,198,Content Namespace Edits,Unknown,1,2
0,6,133,User Namespace Edits,Male,1,2
1,6,10,Wikipedia Namespace Edits,Male,1,2
2,6,1,Talk Namespace Edits,Male,1,2
3,6,82,User Talk Namespace Edits,Male,1,2
4,6,111,Content Namespace Edits,Male,1,2
0,6,190,User Namespace Edits,Male,1,2
1,6,3453,Wikipedia Namespace Edits,Male,1,2
2,6,418,Talk Namespace Edits,Male,1,2
3,6,1393,User Talk Namespace Edits,Male,1,2
4,6,3800,Content Namespace Edits,Male,1,2
6,8,2,Male,Edits in Pages related to Women,2,3
0,5,94,User Namespace Edits,Unknown,1,2
3,5,14,User Talk Namespace Edits,Unknown,1,2
4,5,397,Content Namespace Edits,Unknown,1,2
0,6,18,User Namespace Edits,Male,1,2
2,6,15,Talk Namespace Edits,Male,1,2
3,6,3,User Talk Namespace Edits,Male,1,2
4,6,211,Content Namespace Edits,Male,1,2
0,6,23,User Namespace Edits,Male,1,2
1,6,4,Wikipedia Namespace Edits,Male,1,2
3,6,7,User Talk Namespace Edits,Male,1,2
4,6,79,Content Namespace Edits,Male,1,2
0,6,74,User Namespace Edits,Male,1,2
1,6,664,Wikipedia Namespace Edits,Male,1,2
2,6,546,Talk Namespace Edits,Male,1,2
3,6,448,User Talk Namespace Edits,Male,1,2
4,6,12579,Content Namespace Edits,Male,1,2
0,7,6,User Namespace Edits,Female,1,2
1,7,28,Wikipedia Namespace Edits,Female,1,2
2,7,18,Talk Namespace Edits,Female,1,2
4,7,1,Content Namespace Edits,Female,1,2
0,6,1,User Namespace Edits,Male,1,2
2,6,5,Talk Namespace Edits,Male,1,2
4,6,45,Content Namespace Edits,Male,1,2
0,6,3,User Namespace Edits,Male,1,2
4,6,54,Content Namespace Edits,Male,1,2
0,5,1,User Namespace Edits,Unknown,1,2
1,5,1,Wikipedia Namespace Edits,Unknown,1,2
2,5,10,Talk Namespace Edits,Unknown,1,2
4,5,43,Content Namespace Edits,Unknown,1,2
0,5,23,User Namespace Edits,Unknown,1,2
1,5,9,Wikipedia Namespace Edits,Unknown,1,2
2,5,20,Talk Namespace Edits,Unknown,1,2
3,5,17,User Talk Namespace Edits,Unknown,1,2
4,5,1341,Content Namespace Edits,Unknown,1,2
0,6,3,User Namespace Edits,Male,1,2
1,6,3,Wikipedia Namespace Edits,Male,1,2
2,6,9,Talk Namespace Edits,Male,1,2
3,6,2,User Talk Namespace Edits,Male,1,2
